event_id_no_cnty;event_date;event_type;actor1;inter1;actor2;inter2;country;location;fatalities
4545;03/11/2017;Battle-Non-state actor overtakes territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;NAS: National Salvation Front;2;South Sudan;Jolimo;
4544;03/11/2017;Battle-Non-state actor overtakes territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;NAS: National Salvation Front;2;South Sudan;Bori;
4541;02/11/2017;Violence against civilians;Murle Ethnic Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Pochalla;5
4536;02/11/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Lokiliri;2
4543;02/11/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Yeri;0
4535;02/11/2017;Battle-Non-state actor overtakes territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Ombasi;
4540;02/11/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Mangalotore;
4542;02/11/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Kotobi;0
4539;02/11/2017;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;NAS: National Salvation Front;2;South Sudan;Kajo-Keji;
4538;02/11/2017;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;NAS: National Salvation Front;2;South Sudan;Jolimo;
4537;02/11/2017;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;NAS: National Salvation Front;2;South Sudan;Bori;
4534;01/11/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Yeri;0
4531;01/11/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Ombasi;0
4533;01/11/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Kotobi;0
4532;01/11/2017;Battle-Non-state actor overtakes territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Juba;0
4530;01/11/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Juba;3
4529;31/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Ombasi;0
4525;30/10/2017;Battle-No change of territory;Police Forces of South Sudan (2011-);1;Unidentified Armed Group (South Sudan);3;South Sudan;Juba;0
4526;30/10/2017;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Yambio;1
4527;30/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Ombasi;0
4528;30/10/2017;Strategic development;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Government of South Sudan (2011-);1;South Sudan;Magwi;0
4521;29/10/2017;Strategic development;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Civilians (South Sudan);7;South Sudan;Bor;0
4520;29/10/2017;Strategic development;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Juba;
4523;29/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Ombasi;0
4518;29/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Bentiu;0
4522;29/10/2017;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Bahr Olo;
4519;29/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Bahr Olo;
4524;29/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;NAS: National Salvation Front;2;South Sudan;Kajo-Keji;
4513;28/10/2017;Battle-No change of territory;Murle Ethnic Militia (South Sudan);4;Bor Clan Dinka Ethnic Militia (South Sudan);4;South Sudan;Panyagor;1
4515;28/10/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Mitika;
4511;28/10/2017;Strategic development;NRF/A: National Resistance Front/Army;2;;0;South Sudan;Juba;0
4512;28/10/2017;Battle-No change of territory;Police Forces of South Sudan (2011-);1;Militia (Amanya);3;South Sudan;Torit;1
4516;28/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Ombasi;0
4514;28/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Bahr Olo;
4517;28/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;NAS: National Salvation Front;2;South Sudan;Kajo-Keji;
4506;27/10/2017;Strategic development;Murle Ethnic Militia (South Sudan);4;;0;South Sudan;Gumuruk;0
4509;27/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Ombasi;0
4507;27/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Bamurye;
4508;27/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Bahr Olo;
4510;27/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;NAS: National Salvation Front;2;South Sudan;Kajo-Keji;
4502;26/10/2017;Strategic development;SSPM/A: South Sudan Patriotic Movement/Army;2;Military Forces of South Sudan (2011-);1;South Sudan;Wanyjok;0
4504;26/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Ombasi;0
4501;26/10/2017;Battle-Non-state actor overtakes territory;SPLA/M-In Opposition-Deng Gai: Sudanese Peoples Liberation Army/Movement-In Opposition (Deng Gai Faction);3;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Pakur;
4505;26/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Nimni;0
4499;26/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);;;;;;
4500;26/10/2017;Battle-No change of territory;SPLA/M-In Opposition-Deng Gai: Sudanese Peoples Liberation Army/Movement-In Opposition (Deng Gai Faction);3;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Buaw;
4503;26/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;NAS: National Salvation Front;2;South Sudan;Kajo-Keji;
4498;25/10/2017;Riots/Protests;Rioters (South Sudan);5;UNMISS: United Nations Mission in the Republic of South Sudan (2011-);8;South Sudan;Juba;
4497;24/10/2017;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Yei;1
4496;24/10/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Duk Padiet;3
4494;23/10/2017;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Imatong;0
4495;23/10/2017;Battle-Government regains territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Bentiu;0
4493;22/10/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Yei;1
4492;22/10/2017;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;NAS: National Salvation Front;2;South Sudan;Kajo-Keji;17
4491;22/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Unidentified Armed Group (South Sudan);3;South Sudan;Maridi;0
4490;21/10/2017;Strategic development;SSDF: South Sudan Democratic Front;2;FDP: Federal Democratic Party;3;South Sudan;Ulang;0
4488;20/10/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Bor;0
4487;20/10/2017;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Morobo;10
4486;20/10/2017;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Kaya;10
4489;20/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Bahr Olo;0
4485;18/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Unidentified Armed Group (South Sudan);3;South Sudan;Raja;8
4484;18/10/2017;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Aweil;0
4483;18/10/2017;Remote violence;Military Forces of Uganda (1986-);8;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Walgak;0
4480;18/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Waat;0
4482;18/10/2017;Remote violence;Military Forces of Uganda (1986-);8;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Budwot;0
4481;18/10/2017;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;NAS: National Salvation Front;2;South Sudan;Kajo-Keji;
4479;17/10/2017;Riots/Protests;Rioters (South Sudan);5;;0;South Sudan;Juba;0
4478;17/10/2017;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Aweil;0
4475;17/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Wudu;
4474;17/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Lekr;
4477;17/10/2017;Battle-Non-state actor overtakes territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;NAS: National Salvation Front;2;South Sudan;Kajo-Keji;
4476;17/10/2017;Battle-Non-state actor overtakes territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;NAS: National Salvation Front;2;South Sudan;Bori;
4472;16/10/2017;Riots/Protests;Rioters (South Sudan);5;;0;South Sudan;Juba;0
4471;16/10/2017;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Aweil;0
4473;16/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Bahr Olo;0
4470;15/10/2017;Battle-No change of territory;Rumbek Communal Militia (South Sudan);4;Police Forces of South Sudan (2011-);1;South Sudan;Rumbek;2
4469;12/10/2017;Strategic development;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;SPLA/M-In Opposition-Deng Gai: Sudanese Peoples Liberation Army/Movement-In Opposition (Deng Gai Faction);3;South Sudan;Makur;0
4468;11/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Pagak;0
4467;09/10/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Juba;0
4466;09/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Waat;13
4465;09/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Pagak;10
4463;07/10/2017;Remote violence;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Waat;0
4464;07/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Lui;0
4462;06/10/2017;Violence against civilians;Cuei Adukan Communal Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Cuei Adukan;0
4461;05/10/2017;Battle-No change of territory;Vigilante Militia (South Sudan);4;SPLA/M-In Opposition-Deng Gai: Sudanese Peoples Liberation Army/Movement-In Opposition (Deng Gai Faction);3;South Sudan;Yambio;
4460;04/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Waat;
4458;03/10/2017;Violence against civilians;Kuac Communal Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Gogrial;0
4459;03/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Pagak;0
4457;03/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Waat;
4453;02/10/2017;Violence against civilians;Kuac Communal Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Gogrial;0
4456;02/10/2017;Battle-No change of territory;Misseriya Ethnic Militia (South Sudan);4;Dinka Malual Ethnic Militia (South Sudan);4;South Sudan;Malualkon;6
4452;02/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Waat;
4455;02/10/2017;Violence against civilians;Malou-pech Communal Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Manyang;4
4454;02/10/2017;Battle-No change of territory;Malou-pech Communal Militia (South Sudan);4;Police Forces of South Sudan (2011-) Prison Guards;1;South Sudan;Manyang;0
4451;02/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Kuac Communal Militia (South Sudan);4;South Sudan;Gogrial;0
4448;01/10/2017;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Police Forces of South Sudan (2011-) National Security Service;1;South Sudan;Torit;
4449;01/10/2017;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Bentiu;0
4447;01/10/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Waat;
4450;01/10/2017;Violence against civilians;Unidentified Communal Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Pakur;28
4446;30/09/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Rumbek;0
4445;29/09/2017;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Juba;0
4444;28/09/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Mudubai;0
4443;28/09/2017;Violence against civilians;Yirol West Communal Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Awerial;
4441;26/09/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Bentiu;
4442;26/09/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Unidentified Armed Group (South Sudan);3;South Sudan;Mangaia;1
4440;25/09/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Nhialdiu;10
4439;25/09/2017;Strategic development;Police Forces of South Sudan (2011-);1;;0;South Sudan;Juba;0
4438;24/09/2017;Battle-Non-state actor overtakes territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Rubkona;0
4436;23/09/2017;Strategic development;NAS: National Salvation Front;2;NDM: National Democratic Movement;2;South Sudan;Narus;0
4437;23/09/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Lui;
4435;23/09/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Akobo;0
4433;22/09/2017;Riots/Protests;Protesters (International);6;;0;South Sudan;Juba;0
4434;22/09/2017;Strategic development;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Waat;0
4432;22/09/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Waat;0
4428;21/09/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Torit;1
4430;21/09/2017;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Torit;0
4431;21/09/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (International);7;South Sudan;Rumbek;0
4429;21/09/2017;Battle-No change of territory;Police Forces of South Sudan (2011-) National Security Service;1;UNMISS: United Nations Mission in the Republic of South Sudan (2011-);8;South Sudan;Juba;0
4427;20/09/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Yei;0
4425;20/09/2017;Strategic development;Agwelek Forces;2;Government of South Sudan (2011-);1;South Sudan;Kodok;
4426;20/09/2017;Violence against civilians;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Civilians (South Sudan);7;South Sudan;Akobo;
4424;19/09/2017;Battle-No change of territory;Lakes Communal Militia (South Sudan);4;Police Forces of South Sudan (2011-);1;South Sudan;Yirol;1
4423;19/09/2017;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Juba;
4422;18/09/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Wau;2
4421;18/09/2017;Violence against civilians;Kuacdit Clan Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Pagarau;1
4420;18/09/2017;Battle-Non-state actor overtakes territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Nhialdiu;
4418;16/09/2017;Battle-No change of territory;Ayual Ethnic Militia (South Sudan);4;Awulian Ethnic Militia (South Sudan);4;South Sudan;Panyagor;1
4419;16/09/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Lui;
4414;15/09/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Mvolo;0
4417;15/09/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Rumbek;0
4413;15/09/2017;Riots/Protests;Rioters (South Sudan);5;;0;South Sudan;Mvolo;0
4415;15/09/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Bentiu;1
4416;15/09/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Morobo;10
4409;13/09/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Kuac Communal Militia (South Sudan);4;South Sudan;Gogrial;2
4410;13/09/2017;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Bor;0
4412;13/09/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Bieh;
4411;13/09/2017;Strategic development;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Raja;0
4405;12/09/2017;Strategic development;SPLA/M-In Opposition-Deng Gai: Sudanese Peoples Liberation Army/Movement-In Opposition (Deng Gai Faction);3;;0;South Sudan;Kodok;
4407;12/09/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Bieh;
4408;12/09/2017;Remote violence;SPLA/M-In Opposition-Deng Gai: Sudanese Peoples Liberation Army/Movement-In Opposition (Deng Gai Faction);3;Agwelek Forces;2;South Sudan;Aburoc;
4404;11/09/2017;Battle-Government regains territory;SPLA/M-In Opposition-Deng Gai: Sudanese Peoples Liberation Army/Movement-In Opposition (Deng Gai Faction);3;Agwelek Forces;2;South Sudan;Adaudo;
4406;11/09/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Bieh;
4402;10/09/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Riang Aketh;0
4401;10/09/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SSNLM: South Sudan National Liberation Movement;3;South Sudan;Yambio;
4403;10/09/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Bieh;
4397;09/09/2017;Strategic development;Government of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Nyal;0
4399;09/09/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Lunyaker;0
4398;09/09/2017;Strategic development;Military Forces of South Sudan (2011-) Presidential Security Unit;1;Civilians (South Sudan);7;South Sudan;Juba;0
4400;09/09/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Bieh;
4873;08/09/2017;Battle-No change of territory;SPLA/M-In Opposition-Deng Gai: Sudanese Peoples Liberation Army/Movement-In Opposition (Deng Gai Faction);3;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Aburoc;0
4872;08/09/2017;Battle-No change of territory;SPLA/M-In Opposition-Deng Gai: Sudanese Peoples Liberation Army/Movement-In Opposition (Deng Gai Faction);3;Agwelek Forces;2;South Sudan;Adaudo;
4396;08/09/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Kotobi;
4393;07/09/2017;Battle-No change of territory;Unidentified Communal Militia (South Sudan);4;Police Forces of South Sudan (2011-);1;South Sudan;Rumbek;7
4395;07/09/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Pakur;
4394;07/09/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Koch;
4392;06/09/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Padit;0
4391;06/09/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Leer;0
4387;05/09/2017;Battle-No change of territory;Kuac Communal Militia (South Sudan);4;Apuk Ethnic Militia (South Sudan);4;South Sudan;Gogrial;
4388;05/09/2017;Battle-No change of territory;Rup Clan Dinka Ethnic Militia (South Sudan);4;Police Forces of South Sudan (2011-);1;South Sudan;Cuei Adukan;6
4390;05/09/2017;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Bentiu;0
4389;05/09/2017;Strategic development;Government of South Sudan (2011-);1;;0;South Sudan;Renk;0
4384;04/09/2017;Violence against civilians;Apuk Ethnic Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Gogrial;
4382;04/09/2017;Battle-No change of territory;Kuac Communal Militia (South Sudan);4;Apuk Ethnic Militia (South Sudan);4;South Sudan;Gogrial;
4381;04/09/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Ombasi;
4386;04/09/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Kaya;0
4385;04/09/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Jambo;0
4383;04/09/2017;Violence against civilians;Rup Clan Dinka Ethnic Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Cuei Adukan;2
4380;03/09/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Ajugo Communal Militia (South Sudan);4;South Sudan;Warrap;2
4377;03/09/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Yambio;1
4376;03/09/2017;Battle-No change of territory;Tonj Communal Militia (South Sudan);4;Pakur Communal Militia (South Sudan);4;South Sudan;Pakur;1
4378;03/09/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Bol;2
4379;03/09/2017;Violence against civilians;Unidentified Communal Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Rumbek;10
4375;03/09/2017;Battle-No change of territory;Police Forces of South Sudan (2011-);1;Military Forces of South Sudan (2011-);1;South Sudan;Juba;1
4374;02/09/2017;Strategic development;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Kapoeta;
4373;02/09/2017;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Military Forces of Democratic Republic of Congo (2001-);8;South Sudan;Nabiapai;0
4371;01/09/2017;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Juba;0
4372;01/09/2017;Battle-No change of territory;NAS: National Salvation Front;2;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Kit;3
4370;01/09/2017;Battle-Non-state actor overtakes territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Gwit;
4368;30/08/2017;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Logobero;2
