data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
1367470,728,SSD4660,4660,2017-12-23,2017,1,Battle-No change of territory,Mundari Ethnic Militia (South Sudan),,4,Mundari Ethnic Militia (South Sudan),,4,44,Eastern Africa,South Sudan,Central Equatoria,Terekeka,Terkeka,Terkeka,5.4390,31.7470,2,Radio Tamazuj; Eye Radio,Subnational,"Clashes between youth from the Mundari tribe over grazing rights on Tindili Island at Koputa area, Terekeka state, on 23 and 24 December left at least six killed and 10 wounded.",3,1524053832,SSD
1759764,728,SSD4671,4671,2017-12-23,2017,1,Strategic development,Militia (Pro-Government),,3,,,0,30,Eastern Africa,South Sudan,Unity,Panyijiar,Ganyiel,Lang,7.2114,30.1906,1,Sudan Tribune; Radio Tamazuj; CTSAMM,Other-subnational-regional,"Looting: Raid by SPLA-affiliated youth in Lang, where 7,000 heads of cattle were stolen.",0,1536693796,SSD
1367468,728,SSD4661,4661,2017-12-23,2017,1,Battle-Government regains territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Western Equatoria,Mundri West,Bangolo,Bangolo,4.8166,30.3133,1,Radio Tamazuj; Sudan Tribune,Subnational,"SPLA-IO claimed government troops attacked their positions in the town of Bangalo, Amadi state, killing a general and his two bodyguards and capturing the area.",3,1524053832,SSD
1367658,728,SSD4656,4656,2017-12-22,2017,1,Battle-No change of territory,Bor South Clan Militia (South Sudan),,4,Bor South Clan Militia (South Sudan),,4,44,Eastern Africa,South Sudan,Jonglei,Bor South,Anyidi,Pariak,5.9800,31.6600,2,Radio Tamazuj; Eye Radio; Gurtong; UNSC,Other-subnational,"On 22 December, two subgroups of the Abii community clasehd near Pariak over access to grazing land. 17 killed and at least 18 injured. 20 people, including five chiefs, were arrested for allegedly incting the violence among the communities, and a buffer zone monitored by security forces was created to separate the parties.",17,1524053832,SSD
1367660,728,SSD4655,4655,2017-12-22,2017,1,Riots/Protests,Protesters (South Sudan),Refugees/IDPs (South Sudan),6,,,0,60,Eastern Africa,South Sudan,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,Radio Tamazuj,Subnational,"Residents living in UN IDP camps in Juba demonstrated peacefully in support of the cessation of hostilities agreement signed by the warring parties in Addis Ababa, Ethiopia, the day before.",0,1524053832,SSD
1367657,728,SSD4721,4721,2017-12-22,2017,2,Strategic development,Military Forces of South Sudan (2011-),,1,Civilians (South Sudan),,7,17,Eastern Africa,South Sudan,Western Equatoria,Mundri West,Bangolo,Bangolo,4.8166,30.3133,1,CTSAMM,Other,"Looting: SPLA personnel looted property including motorcycles and bicylcles, food items and bedding from the people of Bangolo, Mundri, when they passed through the town on or around 22 December. Witnesses claimed SPLA soldiers sold the looted items at the Mundri market soon after the incident.",0,1524053832,SSD
1367659,728,SSD4659,4659,2017-12-22,2017,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Western Bahr el Ghazal,Raga,Raja,Jellab,8.4800,25.3300,1,Sudan Tribune,Regional,"SPLA-IO rebels claimed to have repulsed a government attack supported by the Sudanese rebels JEM on their positions in Deim Jalab along Raga-Boro Medina, western Bahr el Ghazal, leaving five soldiers killed while two died on their side. The attack occurred less than 12h after signing a Cessation of Hostilities agreement in the Ethiopian capital, Addis Ababa, due to be implemented from 24 December.",7,1524053832,SSD
1367661,728,SSD4657,4657,2017-12-22,2017,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Upper Nile,Fashoda,Kodok,Kodok,9.8877,32.1166,2,Sudan Tribune,Regional,"SPLA-IO rebels claimed that their positions were attacked by the government forces in Kola in Fashoda State, Upper Nile. The attack occurred less than 12h after signing a Cessation of Hostilities agreement in the Ethiopian capital, Addis Ababa, due to be implemented from 24 December.",0,1524053832,SSD
1367662,728,SSD4658,4658,2017-12-22,2017,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Northern Bahr el Ghazal,Aweil East,Baac,Malualkon,9.0213,27.6280,2,Sudan Tribune,Regional,SPLA accused rebel SPLA-IO forces of attacking the government forces in Aweil East state on 22 December. No casualties.,0,1524053832,SSD
1367809,728,SSD4654,4654,2017-12-21,2017,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Western Bahr el Ghazal,Raga,Raja,Raja,8.4624,25.6810,2,Radio Tamazuj,Subnational,"Government forces claimed to have repulsed an SPLA-IO attack on a convoy of government troops at Omboro area of Lol state, Bahr el Ghazal, killing several rebels. Peace negotiations to sign a ceasefire and revive the ARCSS agreement were ongoing at that time in Addis Ababa, Ethiopia.",10,1524053832,SSD
1368376,728,SSD4647,4647,2017-12-18,2017,1,Battle-Government regains territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Central Equatoria,Yei,Yei,Lasu,3.9467,30.4648,1,Sudan Tribune; Radio Tamazuj; EastAfrican; UNSC,Other-subnational-regional,"On 17 and 18 December, SPLA and SPLA-IO forces clashed in Lasu in Central Equatoria. SPLA took control of the centre of Lasu, while SPLA-IO was stationed in the surrounding areas. SPLA-IO claimed clashes on the 17th killed 3 rebel soldiers.",0,1524053832,SSD
1368377,728,SSD4652,4652,2017-12-18,2017,1,Riots/Protests,Police Forces of South Sudan (2011-),,1,Rioters (South Sudan),,5,15,Eastern Africa,South Sudan,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,Radio Tamazuj; Eye Radio,Subnational,"Police clashed with people at Gudele market in Juba as they came to remove those who had illegally obtained plots belonging to the Juba City Council. The police said one person attempted to grab a gun from a policeman, leading to a shootout that left at least three killed and eight others injured. The police had asked the area's paramount chiefs calling themselves ""64 tribes"" to stop selling the lands illegally and to evacuate a month prior.",3,1524053832,SSD
1368536,728,SSD4645,4645,2017-12-17,2017,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,Agwelek Forces,,2,12,Eastern Africa,South Sudan,Upper Nile,Fashoda,Kodok,Kodok,9.8877,32.1166,2,Sudan Tribune; Radio Tamazuj; UNSC,Other-subnational-regional,"On 17 December, SPLA allegedly attacked a position of General Olony's Agwelek forces under the pro-Machar SPLA-IO in Kola, Manyo county, near Fashoda.",0,1524053833,SSD
1368537,728,SSD4648,4648,2017-12-17,2017,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Central Equatoria,Yei,Yei,Lasu,3.9467,30.4648,1,Sudan Tribune; Radio Tamazuj; EastAfrican; UNSC,Other-subnational-regional,"On 17 and 18 December, SPLA and SPLA-IO forces clashed in Lasu in Central Equatoria. SPLA took control of the centre of Lasu, while SPLA-IO was stationed in the surrounding areas. SPLA-IO claimed clashes on the 17th killed 3 rebel soldiers.",3,1524053833,SSD
1368540,728,SSD4651,4651,2017-12-17,2017,1,Battle-No change of territory,Kongor Communal Militia (South Sudan),,4,Thiik Communal Militia (South Sudan),,4,44,Eastern Africa,South Sudan,Warrap,Tonj North,Akop,Wun Lit,8.4200,28.6300,1,Sudan Tribune; Radio Tamazuj; Eye Radio; Radio Don Bosco; OCHA; CRN; UNSC,Other-subnational-national-regional,"On 16 and 17 December, Thiik youth attacked the Jalwa in Panjak Boma, Wunlit County in Warrap. At least 43 killed and 53 injured in the clashes that ensured and properties looted and burnt down. The cause of the dispute remains unclear. Up to 16 suspected ring leaders and others who took part in the violence were arrested early January 2018.",21,1524053833,SSD
1368538,728,SSD4649,4649,2017-12-17,2017,1,Battle-No change of territory,Military Forces of South Sudan (2011-),JEM: Justice and Equality Movement,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Western Bahr el Ghazal,Raga,Raja,Mangayat North,8.2314,25.8564,2,Sudan Tribune; Radio Tamazuj; Eye Radio,Subnational,"SPLA-IO forces claimed to have ambushed a government forces' convoy carrying Sudanese rebel JEM fighters under the command of Brig. Gen Abdel Rahman Arbab near Mangayat in Raja, Bahr El Ghazal, killing 35, injuring several others, abducting 15 soldiers and ""rescuing"" four humanitarian staffs. JEM later confirmed the death of six of its members on an ""administrative mission"" in ""liberated territories"" but without specifying the exact circumstances. Local officials claimed that the rebels had ambushed four commercial vehicles in two separate attacks, killing at least eight civilians and abducting six aid workers from HealthNet, Solidarity International and a local aid group (one international and five nationals). The aid workers were released three days later. It is unclear if the two events occurred simultaneously.",35,1524053833,SSD
1368539,728,SSD4650,4650,2017-12-17,2017,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,Civilians (International),Aid Workers (International),7,27,Eastern Africa,South Sudan,Western Bahr el Ghazal,Raga,Raja,Mangayat North,8.2314,25.8564,2,Sudan Tribune; Radio Tamazuj; Eye Radio,Subnational,"SPLA-IO forces claimed to have ambushed a government forces' convoy carrying Sudanese rebel JEM fighters under the command of Brig. Gen Abdel Rahman Arbab near Mangayat in Raja, Bahr El Ghazal, killing 35, injuring several others, abducting 15 soldiers and ""rescuing"" four humanitarian staffs. JEM later confirmed the death of six of its members on an ""administrative mission"" in ""liberated territories"" but without specifying the exact circumstances. Local officials claimed that the rebels had ambushed four commercial vehicles in two separate attacks, killing at least eight civilians and abducting six aid workers from HealthNet, Solidarity International and a local aid group (one international and five nationals). The aid workers were released three days later. It is unclear if the two events occurred simultaneously.",0,1524053833,SSD
1368663,728,SSD4653,4653,2017-12-16,2017,1,Battle-No change of territory,Kongor Communal Militia (South Sudan),,4,Thiik Communal Militia (South Sudan),,4,44,Eastern Africa,South Sudan,Warrap,Tonj North,Akop,Wun Lit,8.4200,28.6300,1,Sudan Tribune; Radio Tamazuj; Eye Radio; Radio Don Bosco; OCHA; CRN,Other-subnational-national-regional,"On 16 and 17 December, Thiik youth attacked the Jalwa in Panjak Boma, Wunlit County in Warrap. At least 43 killed and 53 injured in the clashes that ensured and properties looted and burnt down. The cause of the dispute remains unclear. Up to 16 suspected ring leaders and others who took part in the violence were arrested early January 2018.",22,1524053833,SSD
1368718,728,SSD3710,3710,2017-12-15,2017,3,Strategic development,Military Forces of South Sudan (2011-),White Army (South Sudan),1,,,0,10,Eastern Africa,South Sudan,Upper Nile,Malakal,,Wau Shilluk,9.6490,31.3367,3,Amnesty International,Other,Looting: Government forces and White Army militiamen carried out massive looting and burning of houses during offensives on Shilluk areas between February and May.,0,1524053833,SSD
1368888,728,SSD4643,4643,2017-12-15,2017,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Central Equatoria,Kajo-Keji,Kangepo ll,Bori,3.7900,31.5182,1,Sudan Tribune,Regional,Clashes between government and rebel SPLA-IO forces at Sokare and Bori in Kajo-Keji county. The rebels claimed government troops attacked their positions but that they remained in control of the two areas.,0,1524053833,SSD
1368889,728,SSD4644,4644,2017-12-15,2017,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Central Equatoria,Kajo-Keji,Kangepo l,Kajo-Keji,3.8848,31.6667,2,Sudan Tribune,Regional,Clashes between government and rebel SPLA-IO forces at Sokare and Bori in Kajo-Keji county. The rebels claimed government troops attacked their positions but that they remained in control of the two areas.,0,1524053833,SSD
1368946,728,SSD4886,4886,2017-12-14,2017,1,Strategic development,Unidentified Armed Group (South Sudan),,3,Civilians (International),Aid Workers (International); UN: United Nations,7,37,Eastern Africa,South Sudan,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,2,UNSC,Other,"Looting: On 14 December, a convoy of UN agencies and humanitarian organizations was robbed at a location between Limbe and Koya, near Yei town.",0,1524053833,SSD
1369238,728,SSD4885,4885,2017-12-12,2017,2,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Eastern Equatoria,Torit,Bur (Loronyo),Torit,4.4182,32.5767,2,UNSC,Other,"Around 12 December, SPLA conducted clearing operations against pro-Machar SPLA-IO in and around Torit town. On 12 December, several rounds of small arms fire and two rocket-propelled grenade shells were heard in proximity to the UNMISS base in Torit.",0,1524053833,SSD
1369239,728,SSD4884,4884,2017-12-12,2017,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Eastern Equatoria,Torit,Bur (Loronyo),Torit,4.4182,32.5767,1,UNSC,Other,"Around 12 December, SPLA conducted clearing operations against pro-Machar SPLA-IO in and around Torit town. On 12 December, several rounds of small arms fire and two rocket-propelled grenade shells were heard in proximity to the UNMISS base in Torit.",0,1524053833,SSD
1369388,728,SSD4641,4641,2017-12-12,2017,1,Riots/Protests,Protesters (Sudan),Refugees/IDPs (Sudan),6,,,0,60,Eastern Africa,South Sudan,Unity,Pariang,Awet-adet,Riangnhom,9.9167,30.0167,2,Radio Dabanga,Subnational,"Unknown gunmen killed a Sudanese refugee from the Nuba mountains at camp Pamir in Unity state, leading to mass demonstrations at the camp.",0,1524053833,SSD
1369389,728,SSD4642,4642,2017-12-12,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),,3,Civilians (Sudan),Refugees/IDPs (Sudan),7,37,Eastern Africa,South Sudan,Unity,Pariang,Awet-adet,Riangnhom,9.9167,30.0167,2,Radio Dabanga,Subnational,"Unknown gunmen killed a Sudanese refugee from the Nuba mountains at camp Pamir in Unity state, leading to mass demonstrations at the camp.",1,1524053833,SSD
1369577,728,SSD4637,4637,2017-12-11,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),,3,Civilians (Sudan),,7,37,Eastern Africa,South Sudan,Eastern Equatoria,Kapoeta South,Kapoeta,Kapoeta,4.7762,33.5829,2,Radio Tamazuj,Subnational,Unidentified gunmen shot dead a Sudanese trader from the Nuba Mountains at Camp 15 area near Kapoeta town in Eastern Equatoria.,1,1524053834,SSD
1369579,728,SSD4639,4639,2017-12-11,2017,1,Riots/Protests,Protesters (Sudan),Refugees/IDPs (Sudan),6,,,0,60,Eastern Africa,South Sudan,Unity,Pariang,Awet-adet,Riangnhom,9.9167,30.0167,2,Radio Tamazuj; Radio Dabanga,Subnational,"Unidentified gunmen killed a young man from Sudan's South Kordofan state at Ajuong Thok refugee camp in Ruweng's Pariang county, Unity. The killing followed a disagreement between the two. This led to demonstrations by refugees at the camp the following day.",0,1524053834,SSD
1369578,728,SSD4638,4638,2017-12-11,2017,2,Battle-Government regains territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Western Equatoria,Mundri East,Kediba,Lui,5.3329,30.4581,2,Radio Tamazuj,Subnational,SPLA-IO confirmed that government forces captured Mundri East from their forces on the week of 11 December.,0,1524053834,SSD
1369580,728,SSD4640,4640,2017-12-11,2017,1,Strategic development,Government of South Sudan (2011-),,1,,,0,10,Eastern Africa,South Sudan,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,3,Sudan Tribune; Radio Tamazuj,Subnational-national,"Security Measures: President Kiir declared a three-months state of emergency in Gok state and Western and Eastern Lakes following the recent clashes between the Rup and Pakam youths, ordering the government forces to immediately move into the region and carry out a forceful disarmament. It was announced early January that the youth militias agreed to disarm in designated areas.",0,1524053834,SSD
1369762,728,SSD4636,4636,2017-12-10,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),,3,Civilians (Sudan),Refugees/IDPs (Sudan),7,37,Eastern Africa,South Sudan,Unity,Pariang,Awet-adet,Riangnhom,9.9167,30.0167,2,Radio Tamazuj; Radio Dabanga,Subnational,"Unidentified gunmen killed a young man from Sudan's South Kordofan state at Ajuong Thok refugee camp in Ruweng's Pariang county, Unity. The killing followed a disagreement between the two. This led to demonstrations by refugees at the camp the following day.",1,1524053834,SSD
1369761,728,SSD4883,4883,2017-12-10,2017,1,Strategic development,Unidentified Armed Group (South Sudan),,3,UNMAS: United Nations Mine Action Service,,8,38,Eastern Africa,South Sudan,Unity,Rubkona,Rubkoana,Rubkona,9.3067,29.7833,2,UNSC,Other,"Non-violent activity: On 10 December, unknown gunmen ambushed a demining company contracted by UNMAS near Kaljak in the Rubkona area, Unity.",0,1524053834,SSD
1369921,728,SSD4635,4635,2017-12-09,2017,1,Riots/Protests,Protesters (South Sudan),,6,Police Forces of South Sudan (2011-),,1,16,Eastern Africa,South Sudan,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,CRN; Radio Tamazuj; Eye Radio,Subnational,"Hundreds of women held a silent procession in Juba, calling for peace to prevail in the country. Armed security personnel confiscated their placards and banners.",0,1524053834,SSD
1370136,728,SSD4628,4628,2017-12-08,2017,1,Battle-No change of territory,Pakam Clan Dinka Ethnic Militia (South Sudan),,4,Rup Clan Dinka Ethnic Militia (South Sudan),,4,44,Eastern Africa,South Sudan,Lakes,Rumbek Centre,Alamtoch East,Cuei Chok,6.7579,29.7323,1,Sudan Tribune; Radio Tamazuj; Eye Radio; OCHA; UNSC,Other-subnational-regional,"On 6 December, the Rup and Pakam clans clashed over land in Malek county in Lakes. Counterattacks took place two days later, on 8 December, at Chueichok, Mayom payam and Kabur-Williams villages. At least 120 killed, 70 wounded, over 2,200 homes razed, thousands displaced and food crops and valuables looted and destroyed.",30,1524053834,SSD
1370137,728,SSD4630,4630,2017-12-08,2017,1,Battle-No change of territory,Pakam Clan Dinka Ethnic Militia (South Sudan),,4,Rup Clan Dinka Ethnic Militia (South Sudan),,4,44,Eastern Africa,South Sudan,Lakes,Rumbek East,Balei,Mayom (lakes),6.4700,29.7600,1,Sudan Tribune; Radio Tamazuj; Eye Radio; OCHA; UNSC,Other-subnational-regional,"On 6 December, the Rup and Pakam clans clashed over land in Malek county in Lakes. Counterattacks took place two days later, on 8 December, at Chueichok, Mayom payam and Kabur-Williams villages. At least 120 killed, 70 wounded, over 2,200 homes razed, thousands displaced and food crops and valuables looted and destroyed.",30,1524053834,SSD
1370138,728,SSD4633,4633,2017-12-08,2017,1,Battle-No change of territory,Pakam Clan Dinka Ethnic Militia (South Sudan),,4,Rup Clan Dinka Ethnic Militia (South Sudan),,4,44,Eastern Africa,South Sudan,Lakes,Cueibet,Rup,Malek,7.1200,29.4600,2,Sudan Tribune; Radio Tamazuj; Eye Radio; OCHA; UNSC,Other-subnational-regional,"On 6 December, the Rup and Pakam clans clashed over land in Malek county in Lakes. Counterattacks took place two days later, on 8 December, at Chueichok, Mayom payam and Kabur-Williams villages. At least 120 killed, 70 wounded, over 2,200 homes razed, thousands displaced and food crops and valuables looted and destroyed.",30,1524053834,SSD
1370139,728,SSD4631,4631,2017-12-08,2017,2,Battle-No change of territory,Tonj Communal Militia (South Sudan),,4,Malou-pech Communal Militia (South Sudan),,4,44,Eastern Africa,South Sudan,Lakes,Rumbek East,Alamtoch East,Gok,6.5900,29.8800,2,Radio Don Bosco,Subnational,"Clashes between the Manyangok of Tonj and Malou-pec of Gok States left eight people dead, one person missing and 11 others injured on the side of Manyangok alone. Fighting erupted in Thony Gok after the Gok youth allegedly looted cattle. Date unclear - report dated 8 December.",8,1524053834,SSD
1370343,728,SSD4882,4882,2017-12-07,2017,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Upper Nile,Longochuk,Luakpiny,Atar,9.2532,33.1297,1,UNSC,Other,"On 7 December, SPLA and SPLA-IO forces clashed in Atar, Upper Nile.",0,1524053834,SSD
1370521,728,SSD4629,4629,2017-12-06,2017,1,Battle-No change of territory,Pakam Clan Dinka Ethnic Militia (South Sudan),,4,Rup Clan Dinka Ethnic Militia (South Sudan),,4,44,Eastern Africa,South Sudan,Lakes,Cueibet,Rup,Malek,7.1200,29.4600,1,Sudan Tribune; Radio Tamazuj; Eye Radio; OCHA; UNSC,Other-subnational-regional,"On 6 December, the Rup and Pakam clans clashed over land in Malek county in Lakes. Counterattacks took place two days later, on 8 December, at Chueichok, Mayom payam and Kabur-Williams villages. At least 120 killed, 70 wounded, over 2,200 homes razed, thousands displaced and food crops and valuables looted and destroyed.",30,1524053834,SSD
1370522,728,SSD4627,4627,2017-12-06,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),,3,Civilians (South Sudan),,7,37,Eastern Africa,South Sudan,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,Radio Tamazuj; Eye Radio,Subnational,Unknown gunmen shot dead the finance manager of catholic radio service Bakhita FM and member of the Community Media Network at Munuki residential area of Juba. Reasons are unclear.,1,1524053834,SSD
1370699,728,SSD4626,4626,2017-12-05,2017,1,Violence against civilians,Police Forces of South Sudan (2011-),,1,Civilians (South Sudan),,7,17,Eastern Africa,South Sudan,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,Radio Tamazuj; Eye Radio,Subnational,A suspected policeman took three people hostage in a bakery in Munuki neighbouring of Juba and later shot them dead before killing himself.,4,1524053835,SSD
1370698,728,SSD4625,4625,2017-12-05,2017,1,Violence against civilians,Military Forces of South Sudan (2011-),,1,Civilians (South Sudan),Refugees/IDPs (South Sudan),7,17,Eastern Africa,South Sudan,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,Radio Tamazuj,Subnational,Suspected soldiers detained and later killed two young men from the Juba PoC site at Jebel Kujur area. The victims were returning to the camp from town.,2,1524053835,SSD
1370883,728,SSD4624,4624,2017-12-04,2017,1,Riots/Protests,Protesters (South Sudan),,6,,,0,60,Eastern Africa,South Sudan,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,1,UNMISS,Other,Hundreds of people marched in Wau in support of an international campaign to eliminate violence against women and to end child marriage.,0,1524053835,SSD
1370882,728,SSD4623,4623,2017-12-04,2017,2,Battle-No change of territory,SSUA-Gadet: Southern Sudan United Army (Gadet Faction),,2,SSUA-Gadet: Southern Sudan United Army (Gadet Faction),,2,22,Eastern Africa,South Sudan,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,3,Sudan Tribune,Regional,"Misunderstanding within the South Sudan United Movement/Armed Forces (SSUM/A) rebel faction led by General Peter Gatdet Yaka led to clashes at the border with Sudan. Three fighters were killed. Fighting erupted after the former intelligence chief who hails from the Gok section of the Bul Nuer, was arrested and replaced by a relative of Gatdet from Mayom county. Date unclear - report dated 4 December.",3,1524053835,SSD
1594171,728,SSD4622,4622,2017-12-03,2017,2,Strategic development,NPASS: National People's Alliance of South Sudan,,2,SSFM/A: South Sudanese Freedom Movement/Army,,2,22,Eastern Africa,South Sudan,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,3,Sudan Tribune,Regional,"Change to armed group: The South Sudanese Freedom Movement (SSFM) announced its merger with the National People's Alliance Forces. The groups called for a united front for all the armed and non-armed opposition groups to remove President Salva Kiir from the power. NPASS was formed end November by the former rebel-appointed governor of Liech state, Ruai Kuol Jal. Date unclear - report dated 3 December.",0,1525109203,SSD
1371161,728,SSD4621,4621,2017-12-02,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),,3,Civilians (South Sudan),,7,37,Eastern Africa,South Sudan,Jonglei,Duk,Duk Payuel,P Ktap,7.4600,31.4200,2,Radio Tamazuj,Subnational,"Unknown gunmen ambushed a vehicle along the Panyagor-Poktap road, in Poktap area in Duk Payuel county, Jonglei, leaving at least four traditional leaders of Pajut area shot dead and three others wounded. Officials accused Murle tribesmen of involvement following the recent attacks in Duk Payuel.",4,1524053835,SSD
1371465,728,SSD4620,4620,2017-11-30,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),,3,Civilians (South Sudan),,7,37,Eastern Africa,South Sudan,Central Equatoria,Juba,Juba,Mangalla,5.1999,31.7722,1,Radio Tamazuj,Subnational,"Unknown gunmen abducted at least three young girls at Bilinyang area in Mangala County, Jubek state.",0,1524053835,SSD
1371463,728,SSD4618,4618,2017-11-30,2017,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Unity,Leer,Gandor,Gandor,8.3513,30.1444,1,Sudan Tribune; Xinhua General News Service,Regional-international,"Report of clashes between government and SPLA-IO in Gandor and Leer town in Unity. SPLA-IO rebels claimed to have first repulsed a government attack on their positions in Gandor, leaving 53 killed and 93 injured, while five were killed and four injured on their side. Government claimed to have repulsed a rebel attack on their positions in Leer town, leaving almost 92 killed, while six were injured on their side.",58,1524053835,SSD
1371464,728,SSD4619,4619,2017-11-30,2017,1,Battle-No change of territory,Military Forces of South Sudan (2011-),,1,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Unity,Leer,Koch,Leer,8.2936,30.1326,1,Radio Tamazuj; Xinhua General News Service,Subnational-international,"Report of clashes between government and SPLA-IO in Gandor and Leer town in Unity. SPLA-IO rebels claimed to have first repulsed a government attack on their positions in Gandor, leaving 53 killed and 93 injured, while five were killed and four injured on their side. Government claimed to have repulsed a rebel attack on their positions in Leer town, leaving almost 92 killed, while six were injured on their side.",92,1524053835,SSD
1371618,728,SSD4617,4617,2017-11-29,2017,1,Violence against civilians,Murle Ethnic Militia (South Sudan),,4,Civilians (South Sudan),,7,47,Eastern Africa,South Sudan,Jonglei,Pochalla,Pochalla,Pochalla,7.1783,34.0967,2,Radio Tamazuj,Subnational,Suspected Murle tribesmen killed three people from a family and abducted their child in an attack on Daktek village in Pochalla county in Jonglei.,3,1524053835,SSD
1371767,728,SSD4616,4616,2017-11-28,2017,1,Violence against civilians,Murle Ethnic Militia (South Sudan),,4,Civilians (South Sudan),Bor Clan Dinka Ethnic Militia (South Sudan); Aid Workers (South Sudan),7,47,Eastern Africa,South Sudan,Jonglei,Duk,Duk Payuel,Duk Payuel,7.5082,31.4871,1,Sudan Tribune; UNMISS; Radio Tamazuj; Eye Radio; Gurtong; UNOCHA; UNSC,Other-subnational-regional,"On 27 and 28 November, Murle youth attacked Dinka civilians in Duk Payuel county. Around 40 civilians killed, over 50 women and children abducted, more than than 1,300 cattle raided, civilian properties and humanitarian food items looted and burnt down. Among the casualties, six people working for NGOs were killed (including five from WFP cooperating partners) and another three aid workers injured. A joint force of the army, police and security was deployed and the abducted people were recovered a few days later.",20,1524053835,SSD
1371980,728,SSD4613,4613,2017-11-27,2017,1,Battle-No change of territory,Unidentified Armed Group (South Sudan),,3,Police Forces of South Sudan (2011-),,1,13,Eastern Africa,South Sudan,Central Equatoria,Juba,Juba,Mangalla,5.1999,31.7722,1,Radio Tamazuj,Subnational,"Unknown gunmen shot and killed a policeman in the area of Bilinyang in Mangala county, Jubek state.",1,1524053836,SSD
